|customer_id|full_name               |avg_order            |
|CUS000456  |Sabrina Jackson          |11,165,166.6666666667|
|CUS000348  |Donald Meadows           |19,877,700           |
|CUS000688  |David White              |15,442,750           |
|CUS000099  |Edward Hendricks         |15,144,250           |
|CUS000708  |Angela Elliott           |6,986,250            |
|CUS000745  |Jessica Thomas           |11,128,571.4285714286|
|CUS000643  |Ryan Walker              |11,735,416.6666666667|
|CUS000676  |Lindsey Rice             |17,969,833.3333333333|
|CUS000133  |Jonathan Harmon          |17,747,000           |
|CUS000909  |Joseph Martin            |6,406,416.6666666667 |
|CUS000715  |Charles Johnson          |13,080,700           |
|CUS000605  |Charlene Zhang           |8,243,000            |
|CUS000678  |Marcus Casey             |2,626,000            |
|CUS000447  |Cindy Barrett            |17,978,875           |
|CUS000516  |Lindsey Salas            |19,503,500           |
|CUS000913  |Carl Marsh               |10,324,500           |
|CUS000883  |Andre Hernandez          |6,806,900            |
|CUS000903  |Bradley Durham           |9,993,600            |
|CUS000105  |Michelle Sanders         |12,642,857.1428571429|
|CUS000251  |Nancy Kim                |5,513,000            |
|CUS000490  |Carol Burgess            |10,398,166.6666666667|
|CUS000863  |Cassidy Riddle           |8,100,500            |
|CUS000770  |Amy Gill                 |9,331,125            |
|CUS000612  |Samuel Hall              |10,485,416.6666666667|
|CUS000596  |Diane Cole               |11,473,571.4285714286|
|CUS000074  |Vanessa Brown            |9,249,166.6666666667 |
|CUS000789  |Mary Lee                 |14,499,500           |
|CUS000767  |Kevin Ortiz              |13,545,333.3333333333|
|CUS000689  |William Cook             |11,430,600           |
|CUS000505  |Annette Reese            |12,025,642.8571428571|
|CUS000758  |Joshua Riley             |15,179,928.5714285714|
|CUS000264  |James Hill               |8,849,600            |
|CUS000565  |Anna Alvarado            |16,600,000           |
|CUS000353  |Lori Henderson           |10,630,500           |
|CUS000890  |James Novak              |12,169,250           |
|CUS000502  |Barbara Scott            |10,788,250           |
|CUS000983  |Jessica Lambert          |10,045,500           |
|CUS000579  |Rebekah Williams         |24,768,500           |
|CUS000206  |Wendy Berger             |16,328,571.4285714286|
|CUS000273  |Jessica Reynolds         |12,996,250           |
|CUS000309  |Jillian Gray             |12,320,666.6666666667|
|CUS000277  |John Matthews            |10,878,166.6666666667|
|CUS000772  |James Decker             |9,929,833.3333333333 |
|CUS000247  |John Snyder              |17,147,300           |
|CUS000315  |Amanda Ford              |13,402,000           |
|CUS000304  |Roberto Moon             |15,943,333.3333333333|
|CUS000316  |Jacqueline Smith         |15,268,000           |
|CUS000744  |Gail Mendoza             |13,379,875           |
|CUS000362  |Cassandra Dennis         |20,128,200           |
|CUS000691  |Kevin Rocha              |16,816,500           |
|CUS000888  |Rebekah Harrison         |12,914,700           |
|CUS000389  |Mackenzie Mitchell       |12,344,333.3333333333|
|CUS000440  |Joy Thomas               |11,523,916.6666666667|
|CUS000755  |Daniel Hall              |11,404,916.6666666667|
|CUS000950  |Richard Gardner          |3,224,833.3333333333 |
|CUS000085  |Meghan Mcpherson MD      |8,418,000            |
|CUS000497  |Christian Taylor         |9,810,000            |
|CUS000640  |Thomas Lopez             |15,457,750           |
|CUS000998  |Anthony Fields           |15,114,250           |
|CUS000905  |Kelly Brooks             |18,534,000           |
|CUS000809  |Suzanne Roman            |8,218,250            |
|CUS000831  |Michael Carson           |14,170,375           |
|CUS000588  |Mark Underwood           |11,535,666.6666666667|
|CUS000524  |Christine Wilson         |12,063,916.6666666667|
|CUS000834  |Kevin Wilson             |9,411,666.6666666667 |
|CUS000294  |Zachary Reilly           |10,712,750           |
|CUS000510  |Jacob Thompson           |10,723,125           |
|CUS000730  |Meredith Carter          |18,142,187.5         |
|CUS000929  |Whitney Schmidt          |7,279,000            |
|CUS000372  |Melissa Davis            |9,969,800            |
|CUS000167  |Paul Lane                |8,404,437.5          |
|CUS000792  |Joseph Harris            |5,167,625            |
|CUS000328  |Raymond Moore            |6,930,000            |
|CUS000397  |Susan Mercado            |7,977,900            |
|CUS000690  |Mary Bruce               |16,564,166.6666666667|
|CUS000539  |Chelsea Bell             |20,318,600           |
|CUS000578  |Jennifer Leblanc         |13,290,250           |
|CUS000671  |Rachel Carney            |20,104,625           |
|CUS000221  |James Golden             |10,111,100           |
|CUS000366  |Carolyn Gomez            |16,343,800           |
|CUS000567  |Michael Chaney           |7,924,833.3333333333 |
|CUS000501  |Renee Lucas              |2,632,500            |
|CUS000200  |Jeremy Turner            |15,166,750           |
|CUS000520  |Marissa Gregory          |15,462,250           |
|CUS000889  |Angela White             |9,301,800            |
|CUS000686  |Dawn Johnson             |11,960,000           |
|CUS000185  |Monica Jordan            |14,547,428.5714285714|
|CUS000677  |Stacy Marshall           |5,904,000            |
|CUS000997  |Julia Chandler           |9,317,625            |
|CUS000896  |Victoria Anderson        |12,118,750           |
|CUS000166  |Lisa Medina              |11,724,750           |
|CUS000314  |Benjamin Roth            |12,873,500           |
|CUS000653  |Bruce Russell            |14,126,833.3333333333|
|CUS000874  |Becky Johnson            |12,778,642.8571428571|
|CUS000413  |John Reeves              |16,459,000           |
|CUS000122  |Troy Curtis              |8,629,750            |
|CUS000038  |Nicole Clark             |8,496,928.5714285714 |
|CUS000237  |Molly Weber              |13,842,000           |
|CUS000420  |Hayley Anderson          |13,976,500           |
|CUS000180  |Travis Rodriguez         |10,085,800           |
|CUS000992  |Leah Murphy              |12,270,500           |
|CUS000070  |Daniel Wallace           |14,996,666.6666666667|
|CUS000376  |Leonard Trujillo         |4,561,333.3333333333 |
|CUS000175  |Laura Wilson             |13,372,916.6666666667|
|CUS000052  |Michael Smith            |12,087,583.3333333333|
|CUS000280  |Mark Woods               |15,760,857.1428571429|
|CUS000647  |Jessica Cole             |19,525,500           |
|CUS000934  |Ronald Mccormick Jr.     |13,852,500           |
|CUS000722  |Kristin Martin           |17,806,900           |
|CUS000842  |Stephanie Tapia          |11,219,750           |
|CUS000357  |Alex Collins             |6,543,700            |
|CUS000879  |Samantha Blackwell       |13,066,400           |
|CUS000436  |Annette Robinson         |7,164,166.6666666667 |
|CUS000659  |David Jensen             |10,557,666.6666666667|
|CUS000976  |Bryan Holt               |17,110,875           |
|CUS000871  |Lisa Small               |18,204,125           |
|CUS000853  |Diana Fisher             |5,184,000            |
|CUS000006  |Keith Liu                |6,673,166.6666666667 |
|CUS000572  |Suzanne Briggs MD        |15,038,000           |
|CUS000551  |Margaret Alexander       |14,732,500           |
|CUS000392  |Sabrina Calhoun          |7,428,000            |
|CUS000234  |Alexis Sanchez           |8,394,750            |
|CUS000470  |Kelly Zimmerman          |14,990,400           |
|CUS000515  |Bryan Stevens            |8,822,750            |
|CUS000150  |Eileen Guerra            |7,843,750            |
|CUS000326  |Lauren Bennett           |19,760,666.6666666667|
|CUS000861  |Alejandro Howard         |12,258,083.3333333333|
|CUS000473  |Jeffrey Williams         |14,580,000           |
|CUS000885  |Tammy Williams           |9,913,500            |
|CUS000039  |George Cook              |10,603,000           |
|CUS000574  |Lee Merritt              |12,743,000           |
|CUS000742  |Tiffany Reed             |13,754,300           |
|CUS000916  |Robert Lopez             |13,878,300           |
|CUS000675  |Steven Weiss             |9,845,666.6666666667 |
|CUS000832  |Michelle Allen           |7,132,875            |
|CUS000157  |Evan Taylor              |14,349,800           |
|CUS000212  |Justin Molina            |9,203,500            |
|CUS000584  |Michelle Olson           |11,070,250           |
|CUS000331  |Kayla Martin             |13,281,000           |
|CUS000984  |Courtney Gonzales        |11,475,625           |
|CUS000333  |Alicia Wells             |7,066,428.5714285714 |
|CUS000639  |Devin Curry              |7,735,300            |
|CUS000015  |Mr. Juan Woods           |15,241,875           |
|CUS000057  |Patricia Stewart         |15,255,416.6666666667|
|CUS000359  |Billy Turner             |4,029,125            |
|CUS000947  |Jeremy Ramsey            |12,242,625           |
|CUS000169  |Michael Rose             |12,644,562.5         |
|CUS000526  |Mark Dunn                |12,807,500           |
|CUS000049  |Phillip Barajas          |18,321,833.3333333333|
|CUS000160  |Donald Brady             |13,953,500           |
|CUS000563  |John Williams            |16,650,333.3333333333|
|CUS000544  |Maria Farmer             |7,894,500            |
|CUS000083  |Sarah Johnson            |11,396,000           |
|CUS000821  |Shawn Alvarado           |11,353,333.3333333333|
|CUS000081  |Michelle Valentine       |13,303,000           |
|CUS000352  |Maria Martinez           |23,254,666.6666666667|
|CUS000146  |Emily Thomas             |7,160,500            |
|CUS000176  |Angela Taylor            |9,778,785.7142857143 |
|CUS000564  |Mr. Cody Mcclure         |14,295,500           |
|CUS000054  |Ashley Porter            |14,180,583.3333333333|
|CUS000711  |Mr. Jeffrey Jackson MD   |14,347,583.3333333333|
|CUS000602  |Rachel Johnson           |7,542,000            |
|CUS000468  |Brandon Berry            |15,194,750           |
|CUS000979  |Gabrielle Evans          |11,680,500           |
|CUS000434  |Maria Calderon           |10,979,636.3636363636|
|CUS000307  |Kelly Mullins            |12,514,875           |
|CUS000623  |Samuel Pitts             |7,515,000            |
|CUS000266  |Casey Wang               |8,367,416.6666666667 |
|CUS000829  |Christine Hernandez      |8,657,300            |
|CUS000892  |Lisa Smith               |13,623,125           |
|CUS000668  |Benjamin York            |17,118,500           |
|CUS000561  |James Peters             |6,804,166.6666666667 |
|CUS000205  |Sarah Brooks             |18,000,166.6666666667|
|CUS000022  |David Hill               |9,351,562.5          |
|CUS000346  |Deborah Hughes           |5,524,600            |
|CUS000337  |Paula Green              |7,295,250            |
|CUS000547  |Elizabeth Morgan         |12,642,200           |
|CUS000350  |Jessica Nguyen           |16,445,937.5         |
|CUS000108  |Michelle Blackwell       |11,752,562.5         |
|CUS000239  |Michele Hernandez        |13,055,000           |
|CUS000065  |Dr. Lauren Finley        |6,996,750            |
|CUS000241  |Matthew Robbins          |13,076,416.6666666667|
|CUS000058  |Sherri Hamilton          |10,723,250           |
|CUS000261  |Donna Hamilton           |12,870,000           |
|CUS000223  |Margaret White           |12,093,900           |
|CUS000806  |Sherry Olson             |14,754,833.3333333333|
|CUS000367  |Erika Adams              |17,275,333.3333333333|
|CUS000985  |Jamie Wilson             |14,031,687.5         |
|CUS000365  |Virginia Fry             |15,637,214.2857142857|
|CUS000235  |Craig Lang               |13,751,000           |
|CUS000032  |Daryl Dixon              |13,152,500           |
|CUS000927  |Jeffrey Bailey           |8,983,333.3333333333 |
|CUS000839  |Travis Kennedy           |3,006,000            |
|CUS000599  |Angela Valenzuela        |13,490,500           |
|CUS000062  |Mrs. Gail Hawkins MD     |21,951,333.3333333333|
|CUS000728  |Kyle Kim                 |13,001,500           |
|CUS000073  |Alexander Jones          |9,629,750            |
|CUS000009  |Jason Bentley            |15,381,000           |
|CUS000757  |Renee Travis             |13,125,125           |
|CUS000891  |Zachary Barnes           |13,853,785.7142857143|
|CUS000336  |Wayne Martinez           |15,951,954.5454545455|
|CUS000707  |Frank Perez              |13,209,300           |
|CUS000517  |Melinda Chaney           |15,143,071.4285714286|
|CUS000055  |Sandra Love              |7,875,928.5714285714 |
|CUS000464  |Sharon Grimes            |11,565,818.1818181818|
|CUS000149  |Ryan Williams            |22,135,500           |
|CUS000386  |Janice Phillips          |4,661,750            |
|CUS000840  |Terri Burns              |18,376,000           |
|CUS000302  |Edwin Bowen              |10,108,500           |
|CUS000851  |Wendy Davis              |16,675,500           |
|CUS000970  |Alisha Long              |8,790,400            |
|CUS000305  |Lisa Patterson           |14,775,250           |
|CUS000881  |Barry Swanson            |30,297,500           |
|CUS000387  |Brittany Barnes          |11,673,214.2857142857|
|CUS000407  |Julie Neal               |11,156,000           |
|CUS000165  |Francis Ryan             |16,600,642.8571428571|
|CUS000630  |Anthony Taylor           |13,976,375           |
|CUS000735  |Scott Meyer              |9,193,800            |
|CUS000488  |Nicole Collins           |7,742,916.6666666667 |
|CUS000658  |Anthony Henderson        |6,278,833.3333333333 |
|CUS000225  |Michael Jenkins          |11,942,500           |
|CUS000661  |Peter Caldwell           |16,051,700           |
|CUS000703  |Christopher Henry MD     |12,340,916.6666666667|
|CUS000349  |Bruce Brown              |10,583,000           |
|CUS000141  |Crystal Hall             |8,363,388.8888888889 |
|CUS000958  |Linda Walker             |16,700,333.3333333333|
|CUS000220  |Maxwell Herman           |10,179,333.3333333333|
|CUS000358  |Spencer Walsh            |11,532,166.6666666667|
|CUS000405  |Roger Parker             |14,137,000           |
|CUS000560  |Ashley Rocha             |13,718,428.5714285714|
|CUS000940  |Alexis Shelton           |17,426,500           |
|CUS000064  |Lisa Davila              |11,197,125           |
|CUS000528  |Cody Skinner             |11,670,818.1818181818|
|CUS000059  |Lauren Smith             |4,405,750            |
|CUS000047  |James Campos             |7,392,800            |
|CUS000018  |Michelle Collins         |17,405,312.5         |
|CUS000252  |Pamela Long              |13,759,187.5         |
|CUS000759  |Natasha Wright           |17,748,125           |
|CUS000288  |Wesley Henderson         |11,580,250           |
|CUS000935  |Robert Nelson            |11,349,300           |
|CUS000961  |Casey Zamora             |11,495,083.3333333333|
|CUS000760  |Bobby Ritter             |14,419,928.5714285714|
|CUS000746  |Hector Payne             |12,870,583.3333333333|
|CUS000852  |Alfred Hubbard           |15,651,958.3333333333|
|CUS000026  |Deborah Valenzuela       |13,244,100           |
|CUS000849  |Riley Le                 |13,237,571.4285714286|
|CUS000575  |Jessica Marquez          |13,980,066.6666666667|
|CUS000109  |Michael Hunter           |13,674,800           |
|CUS000153  |Janice Thomas            |10,983,700           |
|CUS000930  |Willie Faulkner          |10,177,055.5555555556|
|CUS000926  |Bobby Miller             |14,514,583.3333333333|
|CUS000233  |Heidi Garcia             |7,760,000            |
|CUS000622  |James Bender             |11,793,375           |
|CUS000230  |Robyn Cooley             |19,977,142.8571428571|
|CUS000938  |Tracey Barry             |17,280,071.4285714286|
|CUS000922  |Cynthia Miller           |12,500,500           |
|CUS000194  |Jordan Riley             |11,385,500           |
|CUS000507  |Anthony Rios             |3,843,000            |
|CUS000716  |Leonard Barnes           |10,684,500           |
|CUS000069  |Daniel Lucas             |8,279,750            |
|CUS000591  |Jennifer Brooks          |16,286,000           |
|CUS000866  |Tyler Nelson             |7,912,500            |
|CUS000669  |Robert Hunter            |8,755,833.3333333333 |
|CUS000481  |Lisa Aguilar             |9,454,000            |
|CUS000284  |Deborah Davidson         |9,433,000            |
|CUS000364  |Jacob Brown              |12,082,416.6666666667|
|CUS000673  |Alexander Bishop         |8,502,055.5555555556 |
|CUS000856  |Carl Hernandez           |7,033,666.6666666667 |
|CUS000750  |Yesenia Wilson           |4,609,625            |
|CUS000559  |Valerie Pace             |4,178,000            |
|CUS000102  |James Solis              |9,840,000            |
|CUS000642  |Sara Brooks              |12,923,500           |
|CUS000254  |Jennifer Wilkerson       |6,298,500            |
|CUS000115  |Ronald Hart              |12,882,250           |
|CUS000183  |Christopher Stevenson    |10,901,166.6666666667|
|CUS000706  |David Barber             |12,529,944.4444444444|
|CUS000775  |Stephanie Scott          |12,090,833.3333333333|
|CUS000001  |Glenda Crosby            |11,006,555.5555555556|
|CUS000402  |Charles Singleton        |9,761,166.6666666667 |
|CUS000476  |Jose Avery               |11,371,937.5         |
|CUS000455  |Grace Maxwell            |4,111,500            |
|CUS000324  |Joseph Bradley           |13,088,285.7142857143|
|CUS000986  |Douglas Brooks           |11,914,900           |
|CUS000980  |Shawn Jensen             |8,834,833.3333333333 |
|CUS000777  |Melinda Hardy            |5,724,000            |
|CUS000799  |Jennifer Thomas          |10,249,125           |
|CUS000462  |Jessica Acosta           |7,774,875            |
|CUS000996  |Frank Morgan             |9,084,833.3333333333 |
|CUS000300  |John Henry               |14,811,500           |
|CUS000540  |Brooke Blevins           |16,445,833.3333333333|
|CUS000210  |Amanda Maynard           |10,716,428.5714285714|
|CUS000847  |Nicole Hobbs             |9,061,000            |
|CUS000289  |David Bennett            |12,523,388.8888888889|
|CUS000785  |Michelle Hale            |12,339,125           |
|CUS000320  |David Smith              |12,318,500           |
|CUS000569  |Michelle Patel           |16,658,916.6666666667|
|CUS000319  |Pamela Oneill            |8,578,750            |
|CUS000433  |Johnathan Turner         |9,154,000            |
|CUS000971  |Seth Donaldson           |14,503,500           |
|CUS000627  |Michelle Jackson         |9,657,750            |
|CUS000171  |Teresa Kelly             |13,836,437.5         |
|CUS000645  |Jackie Humphrey          |12,425,812.5         |
|CUS000126  |Christopher Collins MD   |9,917,000            |
|CUS000035  |Phillip Smith            |8,408,250            |
|CUS000763  |Tracy Allen              |12,580,916.6666666667|
|CUS000771  |Connie Barker            |14,758,916.6666666667|
|CUS000270  |Mrs. Rebecca Powell      |13,623,166.6666666667|
|CUS000192  |Jennifer Giles           |10,117,200           |
|CUS000393  |Elizabeth Campbell       |14,065,916.6666666667|
|CUS000469  |Roger Thomas             |9,060,583.3333333333 |
|CUS000734  |Jason Estrada DVM        |18,673,166.6666666667|
|CUS000710  |Katie Smith              |15,601,200           |
|CUS000472  |Carol Johnson            |9,700,687.5          |
|CUS000184  |Alicia Hansen            |16,011,285.7142857143|
|CUS000850  |Carol Reeves             |12,628,666.6666666667|
|CUS000274  |Alexis Norton            |19,896,166.6666666667|
|CUS000581  |Amanda Wade              |14,226,272.7272727273|
|CUS000933  |Emily Orr                |8,490,000            |
|CUS000321  |Tracy Fowler             |8,086,200            |
|CUS000816  |Patricia King            |11,680,166.6666666667|
|CUS000286  |Tara Simmons             |19,129,250           |
|CUS000086  |Linda Higgins            |5,713,333.3333333333 |
|CUS000920  |Linda Ward               |18,744,750           |
|CUS000454  |James Mendez             |7,696,875            |
|CUS000723  |Eric Hernandez           |13,905,000           |
|CUS000582  |Billy Hopkins            |14,618,400           |
|CUS000219  |Katrina Yoder            |11,082,944.4444444444|
|CUS000682  |James Schultz            |15,153,666.6666666667|
|CUS000609  |Christopher Cummings     |18,512,750           |
|CUS000259  |Craig Thornton           |12,525,333.3333333333|
|CUS000034  |Tracy White              |17,068,285.7142857143|
|CUS000339  |Richard Hebert           |14,468,875           |
|CUS000776  |David Harris             |5,876,666.6666666667 |
|CUS000621  |Joshua Waters            |24,788,900           |
|CUS000499  |Michael Hernandez        |16,689,500           |
|CUS000534  |Dawn Parsons             |7,253,125            |
|CUS000562  |Terri Parker             |7,779,250            |
|CUS000864  |Kevin Jarvis             |13,666,550           |
|CUS000795  |Benjamin Torres          |6,830,000            |
|CUS000060  |Christopher Lane         |22,161,375           |
|CUS000177  |Lisa Martinez            |5,590,750            |
|CUS000648  |Timothy Donaldson        |14,815,000           |
|CUS000120  |Brenda Montgomery        |20,107,500           |
|CUS000619  |Jennifer Malone          |11,765,300           |
|CUS000437  |Carol Carey              |18,261,500           |
|CUS000872  |William Morris           |5,551,750            |
|CUS000825  |Walter Perez             |13,821,625           |
|CUS000624  |Angela Kelly             |16,580,500           |
|CUS000489  |Lisa Wells               |11,159,800           |
|CUS000880  |Joseph Smith             |9,270,666.6666666667 |
|CUS000646  |Ashley Small             |16,610,950           |
|CUS000156  |Kelly Willis             |28,950,000           |
|CUS000537  |Teresa Bender            |18,663,500           |
|CUS000172  |Lisa Ramirez             |10,671,375           |
|CUS000242  |David Pace               |9,901,583.3333333333 |
|CUS000811  |Leslie Armstrong         |14,672,625           |
|CUS000894  |Stacey Scott             |9,179,071.4285714286 |
|CUS000558  |Tammy Burke              |13,601,000           |
|CUS000484  |Timothy Key              |15,701,250           |
|CUS000401  |Michael Wilson           |15,244,625           |
|CUS000236  |Brianna Atkins           |10,265,700           |
|CUS000787  |Joshua Stephenson        |18,929,750           |
|CUS000426  |Andrew Potter            |10,254,800           |
|CUS000311  |Kimberly Garcia          |11,536,400           |
|CUS000256  |Bryan Drake              |14,303,000           |
|CUS000652  |Ms. Lisa Johnson         |10,705,300           |
|CUS000478  |Lori Johnson             |9,189,222.2222222222 |
|CUS000046  |Danielle Mcdonald        |24,737,000           |
|CUS000641  |Katrina Gates            |16,565,000           |
|CUS000075  |Kevin Bowman             |20,021,000           |
|CUS000040  |Chad Moore               |6,464,000            |
|CUS000013  |Austin Potts             |17,174,200           |
|CUS000137  |Makayla Jenkins          |10,602,375           |
|CUS000813  |Joel Howell              |11,157,500           |
|CUS000113  |David Aguirre            |13,676,400           |
|CUS000548  |Justin Kim               |13,094,666.6666666667|
|CUS000287  |Michele Dixon            |13,613,038.4615384615|
|CUS000693  |Meghan Nguyen            |9,135,416.6666666667 |
|CUS000900  |Carolyn Davis            |9,888,700            |
|CUS000946  |John Singh               |10,867,166.6666666667|
|CUS000878  |Tanner Gates             |7,667,571.4285714286 |
|CUS000855  |Mrs. Tina Murphy         |8,284,900            |
|CUS000479  |Carolyn Lewis            |5,658,375            |
|CUS000325  |Nicole Green             |10,076,650           |
|CUS000764  |Alan Turner              |12,465,500           |
|CUS000720  |Danielle Smith           |15,019,000           |
|CUS000486  |Valerie Wilkins          |17,835,062.5         |
|CUS000164  |Tanya Fox                |19,904,000           |
|CUS000098  |Angela Evans             |7,380,875            |
|CUS000508  |Nicholas Mccoy           |8,319,000            |
|CUS000056  |Sarah Munoz              |13,397,333.3333333333|
|CUS000327  |Alexandra Thompson       |7,946,583.3333333333 |
|CUS000295  |Melissa Nichols          |10,185,000           |
|CUS000801  |Scott Rose               |14,170,000           |
|CUS000373  |Natasha Farrell          |6,652,000            |
|CUS000553  |Steven Berg              |6,849,500            |
|CUS000495  |James Berger             |15,424,944.4444444444|
|CUS000031  |Greg Potter              |13,423,666.6666666667|
|CUS000650  |Steven Vance             |8,113,500            |
|CUS000598  |Katherine Sullivan       |9,657,000            |
|CUS000858  |Valerie Camacho          |11,101,000           |
|CUS000276  |Nicole Jenkins           |14,011,272.7272727273|
|CUS000962  |Eric Lewis               |13,914,900           |
|CUS000197  |Michele Thomas           |13,880,300           |
|CUS000471  |Joshua Mays              |16,492,750           |
|CUS000190  |Timothy Taylor           |9,360,214.2857142857 |
|CUS000375  |Gerald Horne             |11,107,833.3333333333|
|CUS000988  |Miguel David             |11,412,500           |
|CUS000037  |Raymond George           |12,555,916.6666666667|
|CUS000281  |John Hunter              |7,696,833.3333333333 |
|CUS000704  |Billy Lane               |11,559,812.5         |
|CUS000088  |Kristen Singleton        |9,284,250            |
|CUS000969  |Damon Bailey             |12,819,200           |
|CUS000999  |Darlene Mccormick        |10,927,611.1111111111|
|CUS000965  |Erica Green              |8,651,166.6666666667 |
|CUS000512  |Erik Chavez              |9,279,333.3333333333 |
|CUS000027  |Dale Jackson             |13,152,285.7142857143|
|CUS000077  |Kristina Johnson         |13,572,000           |
|CUS000779  |Gregory Garcia           |16,732,000           |
|CUS000989  |Tracy Campbell           |16,945,100           |
|CUS000918  |William Hale             |3,285,000            |
|CUS000460  |Chad Chambers            |13,141,000           |
|CUS000191  |Kimberly Horne           |8,871,000            |
|CUS000354  |Hannah Holloway          |14,019,375           |
|CUS000466  |Sharon Hart              |15,522,500           |
|CUS000556  |Brittany Harris          |15,178,333.3333333333|
|CUS000967  |Aaron Wright             |13,008,125           |
|CUS000271  |Cindy Blair              |16,060,850           |
|CUS000291  |Rebecca Johnson          |11,464,500           |
|CUS000587  |Nicole Pham              |15,374,375           |
|CUS000721  |Matthew Smith            |13,189,000           |
|CUS000451  |Jean Anderson            |10,014,550           |
|CUS000186  |Stephanie Hughes         |11,746,125           |
|CUS000428  |Matthew Goodwin          |10,763,250           |
|CUS000854  |David Campbell           |16,211,000           |
|CUS000378  |Susan Vargas             |4,891,500            |
|CUS000272  |Lisa Gray                |7,878,166.6666666667 |
|CUS000106  |Kenneth Lozano           |16,160,166.6666666667|
|CUS000487  |David Jones              |10,868,875           |
|CUS000063  |Diana Phelps             |17,205,000           |
|CUS000435  |Stephanie Berg           |3,189,250            |
|CUS000178  |Madison Santiago         |14,288,500           |
|CUS000960  |Susan Lyons              |12,488,916.6666666667|
|CUS000877  |Joseph Mcgrath           |10,693,416.6666666667|
|CUS000987  |Bryan Hamilton           |9,696,666.6666666667 |
|CUS000538  |Laura Sweeney            |16,908,400           |
|CUS000232  |Bryan Rose               |18,336,666.6666666667|
|CUS000449  |Frank Hester             |6,314,125            |
|CUS000253  |Jasmine Brown            |9,867,857.1428571429 |
|CUS000130  |Susan Goodwin            |10,332,000           |
|CUS000208  |Michelle Livingston      |6,942,750            |
|CUS000557  |Joshua Mccoy             |9,296,000            |
|CUS000727  |Robert Allen             |13,948,700           |
|CUS000467  |Emily Taylor             |9,345,500            |
|CUS000262  |Charles Riggs            |6,784,800            |
|CUS000019  |Dustin Byrd              |3,947,666.6666666667 |
|CUS000492  |Katelyn Sharp            |13,084,200           |
|CUS000756  |Erik Jones MD            |6,791,500            |
|CUS000719  |Charles Johnson          |11,736,750           |
|CUS000833  |Kenneth Hall             |15,189,416.6666666667|
|CUS000674  |Cristina Perez           |11,418,928.5714285714|
|CUS000279  |Paige Reed               |11,122,000           |
|CUS000246  |Benjamin Martin          |8,359,500            |
|CUS000625  |Jacob Potter             |18,684,250           |
|CUS000265  |Jasmine Carrillo         |18,629,333.3333333333|
|CUS000285  |Kathy Rasmussen MD       |10,093,187.5         |
|CUS000726  |Jonathan Hamilton        |14,786,625           |
|CUS000862  |Daniel Dixon             |11,490,000           |
|CUS000091  |Heather Garza            |14,289,750           |
|CUS000955  |Joseph Diaz              |11,930,000           |
|CUS000204  |Brittany Anderson        |7,903,333.3333333333 |
|CUS000400  |Courtney Jennings        |9,460,000            |
|CUS000371  |Brianna Beasley          |20,235,000           |
|CUS000173  |Kenneth White            |17,758,500           |
|CUS000843  |Mia Cowan                |21,934,500           |
|CUS000409  |William Williams         |7,241,125            |
|CUS000017  |Johnny Brown             |16,089,875           |
